配置,模型,指标,阶段,均值
完整 AS,不使用 GP,2-opt 后不同路径数量,第 251–1000 轮,32.0
完整 AS,不使用 GP,2-opt 后不同路径数量,第 1001–2500 轮,32.0
完整 AS,不使用 GP,2-opt 后不同路径数量,第 2501–5000 轮,32.0
完整 AS,不使用 GP,构造路径之间的边不一致率,第 1–250 轮,0.3932637875733138
完整 AS,不使用 GP,构造路径之间的边不一致率,第 251–1000 轮,0.3567952461357527
完整 AS,不使用 GP,构造路径之间的边不一致率,第 1001–2500 轮,0.3570776075268817
完整 AS,不使用 GP,构造路径之间的边不一致率,第 2501–5000 轮,0.3572006444052419
完整 AS,不使用 GP,2-opt 后路径之间的边不一致率,第 1–250 轮,0.31931554710410553
完整 AS,不使用 GP,2-opt 后路径之间的边不一致率,第 251–1000 轮,0.3135738340053763
完整 AS,不使用 GP,2-opt 后路径之间的边不一致率,第 1001–2500 轮,0.3137832888104838
完整 AS,不使用 GP,2-opt 后路径之间的边不一致率,第 2501–5000 轮,0.3139179828629033
完整 AS,不使用 GP,2-opt 后边频率的有效边数,第 1–250 轮,724.6111906110324
完整 AS,不使用 GP,2-opt 后边频率的有效边数,第 251–1000 轮,718.3225783263125
完整 AS,不使用 GP,2-opt 后边频率的有效边数,第 1001–2500 轮,718.5345803262843
完整 AS,不使用 GP,2-opt 后边频率的有效边数,第 2501–5000 轮,718.6679530225459
完整 AS,不使用 GP,同来源同预算下 GP 沉积相对变化量,第 1–250 轮,4.1230692921265455e-09
完整 AS,不使用 GP,同来源同预算下 GP 沉积相对变化量,第 251–1000 轮,4.097074836262434e-09
完整 AS,不使用 GP,同来源同预算下 GP 沉积相对变化量,第 1001–2500 轮,4.087247374551075e-09
完整 AS,不使用 GP,同来源同预算下 GP 沉积相对变化量,第 2501–5000 轮,4.063868468637618e-09
完整 AS,不使用 GP,总沉积的有效边数,第 1–250 轮,724.4553385338609
完整 AS,不使用 GP,总沉积的有效边数,第 251–1000 轮,718.1714647852301
完整 AS,不使用 GP,总沉积的有效边数,第 1001–2500 轮,718.3846281297233
完整 AS,不使用 GP,总沉积的有效边数,第 2501–5000 轮,718.5166392765865
完整 AS,不使用 GP,关闭构造树后的选择概率差,第 1–250 轮,1.9629252160639852e-08
完整 AS,不使用 GP,关闭构造树后的选择概率差,第 251–1000 轮,1.947184286261319e-08
完整 AS,不使用 GP,关闭构造树后的选择概率差,第 1001–2500 轮,1.9542373812739303e-08
完整 AS,不使用 GP,关闭构造树后的选择概率差,第 2501–5000 轮,1.953554144222086e-08
完整 AS,不使用 GP,关闭构造树后最大概率城市改变比例,第 1–250 轮,0.0
完整 AS,不使用 GP,关闭构造树后最大概率城市改变比例,第 251–1000 轮,0.0
完整 AS,不使用 GP,关闭构造树后最大概率城市改变比例,第 1001–2500 轮,0.0
完整 AS,不使用 GP,关闭构造树后最大概率城市改变比例,第 2501–5000 轮,0.0
完整 AS,不使用 GP,按可行城市数归一化的选择熵,第 1–250 轮,0.24961254231961563
完整 AS,不使用 GP,按可行城市数归一化的选择熵,第 251–1000 轮,0.20100290410941393
完整 AS,不使用 GP,按可行城市数归一化的选择熵,第 1001–2500 轮,0.20241409598030938
完整 AS,不使用 GP,按可行城市数归一化的选择熵,第 2501–5000 轮,0.20227523005829992
完整 AS,不使用 GP,候选耗尽后贪心回退比例,第 1–250 轮,0.014772727272727272
完整 AS,不使用 GP,候选耗尽后贪心回退比例,第 251–1000 轮,0.015
完整 AS,不使用 GP,候选耗尽后贪心回退比例,第 1001–2500 轮,0.014876302083333333
完整 AS,不使用 GP,候选耗尽后贪心回退比例,第 2501–5000 轮,0.01499609375
完整 AS,不使用 GP,同一来源内残差乘数的标准差,第 1–250 轮,0.0
完整 AS,不使用 GP,同一来源内残差乘数的标准差,第 251–1000 轮,0.0
完整 AS,不使用 GP,同一来源内残差乘数的标准差,第 1001–2500 轮,0.0
完整 AS,不使用 GP,同一来源内残差乘数的标准差,第 2501–5000 轮,0.0
完整 AS,不使用 GP,历史来源且不同于本轮最优路径的预算比例,第 1–250 轮,0.0
完整 AS,不使用 GP,历史来源且不同于本轮最优路径的预算比例,第 251–1000 轮,0.0
完整 AS,不使用 GP,历史来源且不同于本轮最优路径的预算比例,第 1001–2500 轮,0.0
完整 AS,不使用 GP,历史来源且不同于本轮最优路径的预算比例,第 2501–5000 轮,0.0
完整 AS,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1–250 轮,0.8402907237571151
完整 AS,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,第 251–1000 轮,0.879072275892214
完整 AS,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1001–2500 轮,0.8862857964059612
完整 AS,第一个 GP 表达式,强化来源与本轮最优路径的边重合率,第 2501–5000 轮,0.8893142641796735
完整 AS,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1–250 轮,0.8369857479829176
完整 AS,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 251–1000 轮,0.8765898756973908
完整 AS,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1001–2500 轮,0.8823900305456625
完整 AS,第一个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 2501–5000 轮,0.8844534848539509
完整 AS,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1–250 轮,0.032795147785736736
完整 AS,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 251–1000 轮,0.03789609713031166
完整 AS,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1001–2500 轮,0.04024477039744691
完整 AS,第一个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 2501–5000 轮,0.05001574884534999
完整 AS,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 1–250 轮,0.0038189279386460374
完整 AS,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 251–1000 轮,9.353350350828006e-05
完整 AS,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 1001–2500 轮,3.346122031022823e-05
完整 AS,第一个 GP 表达式,与历史全局最优路径完全相同的来源预算比例,第 2501–5000 轮,7.99276581479206e-06
完整 AS,第一个 GP 表达式,2-opt 后不同路径数量,第 1–250 轮,31.957954545454545
完整 AS,第一个 GP 表达式,2-opt 后不同路径数量,第 251–1000 轮,31.79104166666667
完整 AS,第一个 GP 表达式,2-opt 后不同路径数量,第 1001–2500 轮,31.6921875
完整 AS,第一个 GP 表达式,2-opt 后不同路径数量,第 2501–5000 轮,31.401125
完整 AS,第一个 GP 表达式,构造路径之间的边不一致率,第 1–250 轮,0.18486017457844575
完整 AS,第一个 GP 表达式,构造路径之间的边不一致率,第 251–1000 轮,0.1101246228158602
完整 AS,第一个 GP 表达式,构造路径之间的边不一致率,第 1001–2500 轮,0.10435913138440861
完整 AS,第一个 GP 表达式,构造路径之间的边不一致率,第 2501–5000 轮,0.10184366280241934
完整 AS,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 1–250 轮,0.1831856259164223
完整 AS,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 251–1000 轮,0.14424541918682796
完整 AS,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 1001–2500 轮,0.13708451150873657
完整 AS,第一个 GP 表达式,2-opt 后路径之间的边不一致率,第 2501–5000 轮,0.1338100063004032
完整 AS,第一个 GP 表达式,2-opt 后边频率的有效边数,第 1–250 轮,612.7445327601843
完整 AS,第一个 GP 表达式,2-opt 后边频率的有效边数,第 251–1000 轮,581.9974322526165
完整 AS,第一个 GP 表达式,2-opt 后边频率的有效边数,第 1001–2500 轮,577.3694445359345
完整 AS,第一个 GP 表达式,2-opt 后边频率的有效边数,第 2501–5000 轮,575.3446473621416
完整 AS,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1–250 轮,0.10811890060813853
完整 AS,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 251–1000 轮,0.08363780745924428
完整 AS,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 1001–2500 轮,0.07927890183150749
完整 AS,第一个 GP 表达式,同来源同预算下 GP 沉积相对变化量,第 2501–5000 轮,0.07734879534836839
完整 AS,第一个 GP 表达式,总沉积的有效边数,第 1–250 轮,551.1146837298598
完整 AS,第一个 GP 表达式,总沉积的有效边数,第 251–1000 轮,537.6106834630065
完整 AS,第一个 GP 表达式,总沉积的有效边数,第 1001–2500 轮,535.5243417317715
完整 AS,第一个 GP 表达式,总沉积的有效边数,第 2501–5000 轮,534.5889206248734
完整 AS,第一个 GP 表达式,关闭构造树后的选择概率差,第 1–250 轮,0.016547483209216268
完整 AS,第一个 GP 表达式,关闭构造树后的选择概率差,第 251–1000 轮,0.016034773079902524
完整 AS,第一个 GP 表达式,关闭构造树后的选择概率差,第 1001–2500 轮,0.015199308806098148
完整 AS,第一个 GP 表达式,关闭构造树后的选择概率差,第 2501–5000 轮,0.01504852415435397
完整 AS,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1–250 轮,0.007990056818181818
完整 AS,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 251–1000 轮,0.008125
完整 AS,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 1001–2500 轮,0.007369791666666667
完整 AS,第一个 GP 表达式,关闭构造树后最大概率城市改变比例,第 2501–5000 轮,0.0077578125
完整 AS,第一个 GP 表达式,按可行城市数归一化的选择熵,第 1–250 轮,0.14747046190693028
完整 AS,第一个 GP 表达式,按可行城市数归一化的选择熵,第 251–1000 轮,0.08438613023575764
完整 AS,第一个 GP 表达式,按可行城市数归一化的选择熵,第 1001–2500 轮,0.08194640520202681
完整 AS,第一个 GP 表达式,按可行城市数归一化的选择熵,第 2501–5000 轮,0.08131704833272672
完整 AS,第一个 GP 表达式,候选耗尽后贪心回退比例,第 1–250 轮,0.009055397727272728
完整 AS,第一个 GP 表达式,候选耗尽后贪心回退比例,第 251–1000 轮,0.0066536458333333335
完整 AS,第一个 GP 表达式,候选耗尽后贪心回退比例,第 1001–2500 轮,0.00609375
完整 AS,第一个 GP 表达式,候选耗尽后贪心回退比例,第 2501–5000 轮,0.006671875
完整 AS,第一个 GP 表达式,同一来源内残差乘数的标准差,第 1–250 轮,0.20463086241879203
完整 AS,第一个 GP 表达式,同一来源内残差乘数的标准差,第 251–1000 轮,0.1830124115548599
完整 AS,第一个 GP 表达式,同一来源内残差乘数的标准差,第 1001–2500 轮,0.17777316290488987
完整 AS,第一个 GP 表达式,同一来源内残差乘数的标准差,第 2501–5000 轮,0.1747878653597649
完整 AS,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1–250 轮,0.0
完整 AS,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 251–1000 轮,0.0
完整 AS,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 1001–2500 轮,0.0
完整 AS,第一个 GP 表达式,历史来源且不同于本轮最优路径的预算比例,第 2501–5000 轮,0.0
完整 AS,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1–250 轮,0.816979818245349
完整 AS,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 251–1000 轮,0.8499780961666351
完整 AS,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 1001–2500 轮,0.8570529650671712
完整 AS,第二个 GP 表达式,强化来源与本轮最优路径的边重合率,第 2501–5000 轮,0.8583068578735997
完整 AS,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1–250 轮,0.8157403729460482
完整 AS,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 251–1000 轮,0.8496858696833262
完整 AS,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 1001–2500 轮,0.8568374476536413
完整 AS,第二个 GP 表达式,强化来源与历史全局最优路径的边重合率,第 2501–5000 轮,0.8591025473143541
完整 AS,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1–250 轮,0.03182055137521993
完整 AS,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 251–1000 轮,0.03178687135523398
完整 AS,第二个 GP 表达式,与本轮最优路径完全相同的来源预算比例,第 1001–2500 轮,0.03371643779564438
